,NH0001.NHF,NH0002.NHF,NH0003.NHF,NH0004.NHF,NH0006.NHF,NH0007.NHF,NH0008.NHF,NH0009.NHF,NH0010.NHF,NH0011.NHF,NH0012.NHF,NH0013.NHF,NH0014.NHF,NH0015.NHF,NH0016.NHF,NH0017.NHF,NH0019.NHF,NH0020.NHF,NH0021.NHF,NH0022.NHF,NH0023.NHF,NH0024.NHF,NH0025.NHF,NH0026.NHF,NH0027.NHF,NH0028.NHF,NH0029.NHF,NH0031.NHF,NH0032.NHF,NH0033.NHF,NH0034.NHF,NH0035.NHF,NH0036.NHF,NH0037.NHF,NH0038.NHF,NH0039.NHF,NH0040.NHF,NH0041.NHF,NH0042.NHF,NH0043.NHF,NH0044.NHF,NH0045.NHF,NH0046.NHF,NH0047.NHF,NH0048.NHF,NH0049.NHF,NH0050.NHF,NH0051.NHF,NH0052.NHF,NH0053.NHF,NH0054.NHF,NH0056.NHF,NH0057.NHF,NH0058.NHF,NH0059.NHF,NH0060.NHF,NH0061.NHF,NH0071.NHF,NH0072.NHF,NH0073.NHF,NH0074.NHF,NHLR.NHF,NHNI.NHF,NHPS.NHF,NHSF.NHF,NHSM.NHF,NHSN.NHF,NHCS.NHF
2021-08-26,1477.0925,1323.0142,1399.4085,976.4307,549.6086,705.7462,1428.9679,739.5969,733.0333,483.2084,5309.1679,1025.9759,239.7561,2726.7855,1665.3758,713.6613,1238.8589,1273.315,771.9776,2307.9202,967.9174,678.4681,589.9423,3562.4478,1182.2996,2011.0546,3963.5827,295.2488,4245.2942,543.7018,736.7465,1386.4679,1096.7278,1868.7264,3363.8449,978.2571,869.9753,602.5853,1087.7311,840.5186,1036.4703,1530.4245,873.9417,1232.0182,830.1298,1100.3335,1242.663,1135.066,2114.9641,1201.148,1093.1248,605.4709,825.2094,,,,,,,,,834.4603,1352.999,,1872.7724,2275.6466,1769.9271,1107.0736
2021-08-27,1473.8384,1318.6545,1390.4308,979.4481,549.765,703.9387,1443.5648,735.4898,745.8323,488.8316,5350.9663,1049.8475,235.5768,2719.019,1702.5435,713.6613,1232.1187,1262.8548,772.7255,2271.315,972.6698,685.2844,593.3167,3602.0154,1182.2996,2004.7961,3942.4873,305.1552,4370.1557,543.2045,736.7465,1386.4679,1096.7278,1878.6223,3421.7564,972.1525,872.0198,610.2447,1090.6039,876.9428,987.8967,1545.7427,857.5051,1229.509,832.2553,1134.7189,1241.2481,1155.2201,2163.9822,1214.3947,1104.2081,606.7072,832.4448,,,,,,,,,834.4603,1355.7709,,1901.5668,2304.1649,1798.0769,1105.1176
2021-08-30,1442.2991,1309.6445,1392.6752,988.5003,545.6973,708.6381,1448.3795,743.7039,744.0869,483.0145,5428.3707,1080.2524,236.6856,2737.6584,1745.5798,713.6613,1253.6875,1258.1536,767.1165,2287.4643,963.7986,685.2844,597.8547,3651.1338,1182.2996,2012.4454,3898.734,303.407,4344.1429,540.5935,736.7465,1386.4679,1096.7278,1884.6059,3510.1803,952.885,863.0125,610.3839,1089.5266,862.9601,997.3319,1633.474,861.9149,1236.7578,830.1298,1143.6776,1282.2811,1165.5116,2163.5596,1220.839,1099.4581,580.3901,821.4014,,,,,,,,,834.4603,1407.7689,,1988.7077,2426.3863,1828.2427,1103.944
2021-08-31,1439.045,1325.3393,1395.4807,969.7924,540.378,707.4331,1447.6152,734.3398,746.7049,477.973,5426.0486,1074.7242,236.1738,2731.4453,1730.5823,713.6613,1242.9031,1273.6675,776.4648,2267.3674,952.0759,679.4419,601.8109,3548.8038,1182.2996,2007.5777,3844.0423,304.3783,4203.6736,543.3288,736.7465,1386.4679,1096.7278,1871.9483,3464.7229,945.445,857.4848,613.8655,1077.317,864.5137,1002.2242,1636.9554,858.3069,1247.0734,830.1298,1165.4155,1305.6274,1153.0761,2149.6148,1221.9131,1097.2414,592.0474,824.067,,,,,,,,,834.4603,1422.7757,,1989.0866,2518.3434,1843.6243,1109.4207
2021-09-01,1429.5332,1299.1813,1382.0141,974.6203,540.378,701.7698,1448.6852,728.2614,749.032,478.1669,5333.1633,1059.1449,236.1738,2711.2526,1709.0642,713.6613,1238.8589,1253.8051,752.9072,2294.6418,944.1551,692.3442,594.713,3567.9054,1182.2996,1981.153,3924.5172,303.7955,3979.9633,542.5828,736.7465,1386.4679,1096.7278,1883.4552,3419.8883,937.0513,828.9384,621.8034,1064.7483,865.7221,1002.9231,1650.8811,859.1087,1279.9719,831.0745,1162.1219,1242.3093,1159.5083,2163.1371,1247.6903,1096.9248,585.159,804.6458,,,,,,,,,834.4603,1417.0406,,2013.3345,2529.9836,1833.9921,1120.7653
2021-09-02,1439.045,1294.8216,1399.9696,999.9664,546.1667,708.9996,1447.9209,731.6786,743.5052,468.4717,5342.7649,1078.3427,233.9563,2721.349,1719.1712,713.6613,1260.4277,1256.1556,749.3549,2410.9171,945.6117,703.0556,601.1128,3573.363,1182.2996,1996.4515,4170.6297,307.6804,4024.1851,544.0748,736.7465,1386.4679,1096.7278,1921.4281,3469.0818,948.3066,829.9757,619.7134,1100.0979,885.2289,999.4286,1651.5773,850.7094,1269.7821,830.3184,1164.1295,1259.6943,1152.2185,2196.5201,1230.5055,1096.9248,568.203,809.4023,,,,,,,,,834.4603,1404.6114,,2049.7064,2552.6818,1859.0484,1137.9778
2021-09-03,1468.0812,1329.9896,1397.7252,1010.8291,560.7165,712.494,1446.4689,736.312,761.831,478.3608,5349.1165,1067.8376,235.5768,2708.1461,1763.1856,713.6613,1269.8641,1285.4205,777.5866,2394.7677,952.3183,704.2728,597.7383,3750.735,1182.2996,1980.4576,4086.2482,313.3134,4089.2172,543.8261,736.7465,1386.4679,1096.7278,1931.7844,3601.7177,972.5341,834.1248,634.4441,1113.5227,890.753,984.4022,1679.4286,859.3352,1275.3928,829.8939,1168.3722,1322.1604,1169.3709,2259.0605,1247.4468,1118.4579,568.3796,820.842,,,,,,,,,834.4603,1393.1221,,1973.9316,2540.4597,1826.0504,1136.413
2021-09-06,1461.8234,1331.4429,1380.8919,1005.3977,557.2746,715.9883,1455.7161,742.1952,747.5776,475.84,5381.6509,1091.7182,235.7474,2707.3694,1784.3778,713.6613,1275.2563,1281.6596,780.578,2504.5832,955.9852,710.3588,615.774,3671.5998,1182.2996,1982.5438,4340.9551,306.3207,3761.4555,541.8368,736.7465,1386.4679,1096.7278,1923.0391,3625.3805,968.3372,828.1975,622.149,1111.4697,896.9675,950.156,1696.1393,860.6904,1270.5743,828.6179,1167.0213,1384.9533,1174.5167,2218.0712,1221.7332,1112.4413,563.964,818.4346,,,,,,,,,834.4603,1398.33,,1986.8133,2527.6555,1824.9376,1121.1565
2021-09-07,1456.8172,1337.837,1381.453,1021.6917,560.4036,718.2778,1449.8315,739.5657,760.9583,476.4217,5348.1812,1092.1206,234.0415,2736.8818,1791.2244,713.6613,1306.9355,1281.542,784.5043,2623.7295,943.6642,742.9798,610.5379,3704.3454,1182.2996,2008.2731,4543.3142,309.0401,3969.5581,542.9558,736.7465,1386.4679,1096.7278,1956.6394,3624.7578,971.771,826.7156,633.3963,1107.221,911.4682,970.7736,1715.6351,856.6417,1281.6167,826.2526,1165.6701,1371.6142,1228.547,2244.6931,1248.5548,1111.808,562.0211,827.043,,,,,,,,,834.4603,1390.596,,2021.6697,2560.8299,1821.8241,1122.3301
2021-09-08,1457.5681,1335.8025,1380.8919,1028.33,565.8793,717.3138,1432.7891,743.6744,762.1219,462.2667,5315.6365,1101.9278,227.1329,2707.3694,1777.5311,713.6613,1325.1342,1280.3667,789.1784,2579.588,943.3484,744.6839,604.6035,3547.4394,1182.2996,1962.3776,4461.2768,303.9898,3886.3171,538.3555,736.7465,1386.4679,1096.7278,1963.7737,3596.7361,980.3555,802.8581,629.0483,1102.4517,909.7419,969.0264,1723.9905,827.6232,1281.8969,821.9924,1222.4286,1367.2975,1244.8419,2270.4699,1243.0036,1070.9583,550.5405,821.5759,,,,,,,,,834.4603,1419.0108,,2032.2782,2549.7718,1819.79,1107.0736
2021-09-09,1471.3353,1332.3148,1382.0141,1020.4847,562.4374,714.0604,1426.0638,754.0284,768.2305,463.818,5365.2285,1129.3377,227.2182,2693.3899,1852.5186,713.6613,1332.5485,1278.0161,793.4786,2718.4723,946.5056,744.4404,594.2476,3465.5755,1182.2996,1938.7345,4765.2061,314.4789,3797.8734,546.5614,736.7465,1386.4679,1096.7278,1952.4969,3669.5924,977.8756,820.3437,633.1158,1103.1854,904.3905,962.0374,1815.8995,832.3934,1277.4138,824.3592,1205.1888,1379.1683,1279.5757,2286.5276,1250.9438,1072.8583,529.6987,820.0677,,,,,,,,,834.4603,1443.9582,,2135.7107,2597.4963,1864.6143,1107.856
2021-09-10,1481.0975,1301.7971,1376.403,1024.7091,548.8263,706.4691,1434.8525,753.6997,754.8497,462.2667,5421.7943,1139.1449,229.1799,2718.2424,1838.8252,713.6613,1336.5926,1255.6855,762.2555,2517.8616,954.3984,731.5381,601.6946,3498.3211,1182.2996,1963.7684,4416.7421,310.594,3810.8799,543.8261,736.7465,1386.4679,1096.7278,1954.5681,3647.7978,951.5496,829.5311,627.3653,1118.9609,905.7715,952.2527,1776.2115,842.3312,1277.1336,827.9094,1208.7694,1381.6863,1270.9994,2250.1865,1235.7852,1079.5083,532.3481,807.8138,,,,,,,,,834.4603,1465.6305,,2103.8853,2566.068,1895.125,1104.3352
2021-09-13,1480.5969,1308.4819,1389.8696,1027.7265,545.0715,702.2518,1426.4459,752.2205,786.8472,471.768,5533.3762,1186.9236,230.7152,2741.5416,1839.4773,713.6613,1323.7861,1257.6835,772.9125,2438.1915,953.7669,742.2495,586.5678,3312.7627,1182.2996,1994.3653,4319.0784,311.9537,3673.0119,535.8689,736.7465,1386.4679,1096.7278,1966.5353,3614.7945,939.1497,829.6793,645.1778,1097.6823,919.7542,966.9297,1760.1971,862.2069,1302.6314,825.7793,1246.5642,1358.3045,1268.4266,2289.063,1273.6817,1098.8248,514.8622,809.5105,,,,,,,,,834.4603,1424.5975,,2161.853,2658.6071,1900.0217,1112.1591
2021-09-14,1470.0837,1304.7036,1378.6474,1033.7613,544.6022,703.4567,1428.4329,741.7023,792.6649,479.5242,5405.5219,1121.7937,235.0651,2753.1912,1790.5724,713.6613,1302.8913,1261.7971,773.8473,2398.3565,943.0327,733.7291,588.7787,3243.1783,1182.2996,2011.0546,4222.9774,317.1983,3699.0247,536.2419,736.7465,1386.4679,1096.7278,1979.6532,3542.5609,942.7743,828.4938,650.9283,1098.4161,939.6063,968.3275,1746.9678,885.2627,1298.9889,827.9094,1255.8471,1343.1963,1235.8368,2290.7533,1275.8472,1107.6914,508.1504,811.0187,,,,,,,,,834.4603,1403.1178,,2170.9459,2741.834,1892.2622,1097.2938
2021-09-15,1464.0763,1312.2603,1379.7697,1083.8501,546.4796,696.3475,1432.2541,741.8666,794.1194,482.8205,5400.8727,1131.0979,234.9798,2744.6482,1799.0492,713.6613,1342.6588,1284.0101,789.1784,2420.9655,929.1414,756.6125,588.4296,3207.7039,1182.2996,2017.3131,4287.0448,318.1695,3602.7772,543.0801,736.7465,1386.4679,1096.7278,2079.5334,3545.6744,949.4512,833.9766,655.4165,1096.5817,935.9811,979.1604,1788.0483,885.6602,1297.8681,824.3592,1258.7646,1400.0321,1238.4097,2351.1808,1280.1782,1117.508,498.4361,805.5516,,,,,,,,,834.4603,1407.3559,,2283.4714,2878.6056,1913.0547,1097.2938
2021-09-16,1486.8547,1323.8861,1367.4252,1077.8153,551.3295,709.1201,1420.5613,739.7301,802.2642,482.8205,5386.925,1130.595,235.918,2755.5212,1806.548,713.6613,1358.1614,1287.0659,800.5832,2288.8998,928.8257,760.7509,583.077,3151.7635,1182.2996,2033.3069,4193.2876,318.558,3488.3208,542.8315,736.7465,1386.4679,1096.7278,2071.9388,3576.1869,957.6542,835.0139,664.3929,1063.1963,941.5052,969.7253,1856.9801,890.0328,1314.6799,824.1225,1252.1339,1461.5443,1286.4367,2398.0861,1285.592,1118.7746,515.0388,789.9043,,,,,,,,,834.4603,1389.1511,,2273.9995,2904.2139,1935.7305,1102.7705
2021-09-17,1490.8597,1288.1368,1367.4252,1057.297,543.1941,704.4207,1405.6587,748.4405,804.8822,480.2998,5356.7049,1135.8758,234.3827,2772.6073,1786.0079,713.6613,1324.4602,1258.2712,765.6208,2309.7145,929.7728,736.4069,566.7867,3221.3479,1182.2996,2043.7377,4208.1325,307.0976,3272.4142,548.5507,736.7465,1386.4679,1096.7278,2043.6318,3535.0884,944.682,845.8313,665.6552,1098.7829,937.0169,961.6879,1875.0834,887.3251,1295.6265,826.726,1211.9521,1545.3592,1248.7012,2410.7632,1292.4494,1113.3913,500.7322,787.4535,,,,,,,,,834.4603,1374.1249,,2309.2348,2907.124,1940.5519,1116.8534
2021-09-22,1491.3603,1297.7281,1382.0141,1070.5736,536.7797,693.817,1423.4654,748.6049,824.9533,474.6766,5317.1863,1160.771,226.877,2746.2015,1844.0418,713.6613,1393.2108,1270.7293,782.2607,2452.5465,901.043,766.8369,568.0667,3260.9155,1182.2996,2013.1408,4575.3479,303.407,3477.9156,553.0267,736.7465,1386.4679,1096.7278,2096.3335,3587.3955,936.8605,889.3972,664.6734,1097.6823,938.7432,964.4835,1983.0068,860.5487,1295.6265,822.2291,1202.0061,1546.0786,1361.05,2418.7921,1310.1344,1094.7081,483.4229,804.7975,,,,,,,,,834.4603,1376.533,,2471.7716,3131.1966,2061.7658,1133.6746
2021-09-23,1508.1312,1333.4774,1393.7974,1076.0049,535.841,693.0941,1411.0083,744.8249,848.2242,484.7596,5307.8878,1181.8942,227.5593,2745.4248,1827.4141,713.6613,1433.6523,1309.9842,809.9315,2499.2001,908.9358,794.1023,564.3432,3202.2463,1182.2996,2017.3131,4690.9817,305.5437,3470.1118,552.2807,736.7465,1386.4679,1096.7278,2150.6463,3494.6127,926.1775,878.4317,672.3875,1092.1792,958.4226,967.2791,2029.6576,859.1909,1320.2838,820.0989,1197.2321,1519.0996,1379.0601,2434.0046,1318.0747,1117.508,480.4203,807.2483,,,,,,,,,834.4603,1389.7291,,2736.2254,3462.3584,2071.3333,1132.8923
2021-09-24,1519.1449,1340.1622,1394.3585,1090.4884,548.0441,699.9623,1401.5318,755.3431,861.605,500.078,5353.6054,1161.7769,227.9858,2726.0088,1782.7476,713.6613,1424.2159,1310.6894,813.8577,2295.0007,909.5672,783.3909,564.8086,3063.0775,1182.2996,1996.4515,4375.3327,316.0328,3561.1567,551.9077,736.7465,1386.4679,1096.7278,2141.2106,3431.7196,944.8727,944.0769,685.291,1061.3619,973.959,959.9407,1921.0379,857.5122,1308.7958,820.5723,1198.8234,1430.2486,1337.0365,2434.8497,1324.9321,1142.8411,482.893,805.5516,,,,,,,,,834.4603,1391.8481,,2688.1084,3109.0803,2121.7324,1142.6721
2021-09-27,1478.344,1320.9796,1392.1141,1114.6276,579.1776,698.0344,1405.6587,756.6579,868.8771,504.15,5367.5531,1142.9169,233.7857,2747.7548,1814.0467,713.6613,1522.6237,1298.1137,802.079,2277.7747,918.7229,825.9929,564.2268,3072.6283,1182.2996,2004.7961,4459.7141,322.2486,3657.4042,539.9718,736.7465,1386.4679,1096.7278,2188.389,3482.1586,980.7371,917.9966,693.5661,1072.0012,1015.9072,1030.5297,1979.5254,886.7092,1307.3948,817.9688,1191.5297,1424.1334,1451.1006,2493.587,1330.3459,1152.341,507.2673,810.0761,,,,,,,,,834.4603,1356.2091,,2797.224,3390.7716,2025.0777,1153.2342
2021-09-28,1481.5981,1333.1867,1387.6252,1144.1981,586.5307,692.4916,1391.7496,746.6327,904.0744,508.6098,5364.4536,1140.6537,236.0886,2711.2526,1836.869,713.6613,1568.4574,1301.0519,808.6227,2447.5222,916.5129,861.5352,554.3363,3124.4755,1182.2996,1961.6822,4675.3555,329.0471,3527.34,538.7285,736.7465,1386.4679,1096.7278,2263.1841,3531.3522,1008.3984,925.9986,711.9397,1050.3558,1063.5521,1060.233,2012.9469,893.9085,1293.6652,822.9391,1241.9227,1441.7597,1453.6734,2641.064,1363.1895,1182.7408,491.7243,797.8222,,,,,,,,,834.4603,1336.6558,,3006.3623,3639.2885,2032.5358,1159.4933
2021-09-29,1486.354,1328.5364,1392.1141,1132.732,601.7064,696.5885,1392.7431,745.811,865.0956,494.2609,5297.0396,1147.6947,235.6621,2701.1563,1844.3678,713.6613,1582.6119,1307.5161,805.2574,2414.8647,906.4101,851.5542,552.94,3043.9759,1182.2996,1948.4699,4706.6079,324.3852,3610.5811,541.4638,736.7465,1386.4679,1096.7278,2239.0196,3547.5425,1020.4168,946.4479,686.1326,1055.8589,1045.2537,1089.9363,2033.139,891.1088,1282.7375,823.8858,1198.0277,1416.5792,1472.97,2571.3399,1297.8632,1154.5577,489.9581,790.4699,,,,,,,,,834.4603,1343.013,,3018.8651,3476.9086,2055.287,1182.9648
2021-09-30,1481.8484,1359.6354,1413.9974,1196.0974,625.9561,700.3238,1386.2471,735.2927,866.8409,493.2914,5265.2697,1134.8699,242.059,2690.2833,1860.3434,713.6613,1639.2301,1350.7669,830.8715,2548.7248,906.0944,917.5265,536.9987,3058.9843,1182.2996,1926.913,5141.7973,324.968,3753.6516,542.0855,736.7465,1386.4679,1096.7278,2336.3682,3557.5058,1043.4997,962.5999,693.7064,1065.0307,1116.8937,1122.7846,2061.6865,911.1067,1285.5395,815.8387,1235.9551,1420.8959,1505.9885,2634.3029,1314.8264,1179.8908,490.3113,795.7485,,,,,,,,,834.4603,1329.9133,,3224.9724,3698.6532,2029.9744,1188.0503
2021-10-08,1546.9296,1411.6608,1397.1641,1182.8209,665.0686,707.7946,1404.4359,754.1927,930.545,525.6733,5334.2335,1144.4257,245.556,2601.7463,1874.6888,713.6613,1641.9262,1413.4102,879.6693,2515.7083,922.5114,910.7102,557.1289,3165.4075,1182.2996,1864.3283,4933.1876,337.9822,3966.9569,545.9398,736.7465,1386.4679,1096.7278,2314.2749,3619.7761,1116.5637,963.489,740.6922,1071.2675,1102.0479,1055.3407,2157.077,924.3054,1258.0803,808.6443,1278.3913,1477.7317,1441.6667,2739.1003,1398.3612,1242.5903,502.4984,797.2566,,,,,,,,,834.4603,1369.9831,,3094.261,3638.1245,2106.9667,1156.3638
2021-10-11,1563.513,1418.6362,1427.464,1206.9601,674.1427,716.7113,1399.1627,763.9892,944.7984,542.1551,5443.8446,1162.0786,252.0382,2582.3303,1893.5988,713.6613,1762.5767,1439.0316,884.5304,2667.1533,932.166,976.9259,561.5506,3312.7627,1182.2996,1877.5406,5326.9676,337.788,4149.0467,558.3729,736.7465,1386.4679,1096.7278,2370.6589,3632.2302,1115.2284,1035.9507,743.3026,1072.1947,1189.3969,1047.6527,2277.5335,954.7023,1255.3294,809.455,1330.3144,1442.2554,1500.8428,2853.2788,1401.5474,1304.0232,539.943,824.5922,,,,,,,,,834.4603,1406.0227,,3368.1866,3751.0338,2137.8069,1174.1579
2021-10-12,1563.5798,1405.5572,1423.5362,1193.08,680.0878,725.387,1407.0343,780.2289,947.7073,527.8062,5398.5511,1181.9939,252.2088,2562.1376,1813.3947,713.6613,1781.4495,1444.9081,877.7997,2712.3714,939.6069,986.907,561.0851,3221.3479,1182.2996,1869.196,5415.2555,333.9031,4003.3748,555.2646,736.7465,1386.4679,1096.7278,2317.0366,3502.0851,1113.1299,1058.6228,743.0509,1036.5557,1186.4622,1023.8901,2306.7773,956.7021,1237.7069,802.5603,1305.6975,1436.8297,1536.4342,2836.7086,1414.6774,1303.7065,540.1196,828.5512,,,,,,,,,834.4603,1393.1761,,3289.3809,3590.3999,2092.433,1167.754
2021-10-13,1550.1984,1408.7543,1435.3196,1158.6817,655.3687,718.3983,1406.5758,788.9069,926.7635,522.7647,5431.6078,1187.8768,246.2383,2513.2093,1767.424,713.6613,1647.9924,1449.3742,886.587,2772.6623,933.9995,938.9492,562.2487,3341.4151,1182.2996,1821.9098,5430.1004,325.5507,3803.076,554.5186,736.7465,1386.4679,1096.7278,2254.2087,3498.9716,1090.047,1058.6228,737.8535,1014.1044,1103.4289,995.5846,2113.9076,924.7054,1227.4261,801.4863,1267.987,1438.2359,1491.4089,2643.3055,1413.1639,1266.9735,544.3586,817.0514,,,,,,,,,834.4603,1384.8804,,2960.8974,3259.2381,2079.1791,1180.6848
2021-10-14,1524.5047,1392.1876,1417.9251,1150.8364,666.0073,719.3622,1426.2166,845.0508,925.0182,521.7952,5619.4845,1188.0278,247.603,2535.7318,1781.7695,713.6613,1579.2418,1433.7428,867.7036,2769.0736,968.2584,933.1067,574.1174,3282.7459,1182.2996,1834.4267,5424.6313,325.3565,3829.0888,557.2539,736.7465,1386.4679,1096.7278,2233.7264,3528.2387,1098.8223,1055.3627,742.8243,1014.1722,1138.8173,974.6176,2067.9531,931.7509,1231.6349,797.9627,1282.0023,1444.1607,1470.8259,2652.691,1423.6157,1284.0733,518.7479,813.4695,,,,,,,,,834.4603,1394.9818,,3063.9511,3383.2055,2098.8384,1166.5702
2021-10-15,1530.0502,1411.9514,1443.1751,1158.6817,715.1326,717.9163,1423.6947,845.3795,935.781,537.1136,5728.2087,1225.719,251.6117,2534.1786,1798.0711,713.6613,1549.5847,1443.8503,880.7911,2946.7163,971.0905,915.8224,579.819,3229.5343,1182.2996,1826.0821,5647.3044,323.2198,3764.0568,560.1136,736.7465,1386.4679,1096.7278,2253.2882,3574.3188,1162.1572,1043.2117,749.8387,1004.4134,1201.3081,964.1341,2143.1514,945.9281,1238.4821,800.5466,1302.2611,1496.3192,1472.97,2719.4732,1451.7276,1339.1729,536.0572,806.8712,,,,,,,,,834.4603,1420.3894,,3027.5792,3450.7183,2119.0415,1198.7461
2021-10-18,1524.5047,1434.6217,1426.3418,1169.5443,685.4071,716.2293,1404.5888,911.2809,939.8534,539.8283,5916.9227,1244.8159,250.5882,2508.5494,1767.7501,713.6613,1596.0924,1448.0814,897.244,3117.5404,997.2086,939.1927,574.001,3136.7551,1182.2996,1797.5713,6011.3946,314.0904,3699.0247,567.3248,736.7465,1386.4679,1096.7278,2245.2333,3535.7111,1125.5298,1107.0788,761.7632,994.2791,1282.9605,1063.0286,2248.986,935.7518,1264.4443,802.6608,1295.3758,1491.1403,1530.8596,2759.2044,1440.9154,1324.2897,559.725,808.0024,,,,,,,,,834.4603,1460.691,,2976.0524,3469.3425,2220.0567,1191.6831
2021-10-19,1514.9261,1453.5136,1441.4918,1156.8712,678.9926,712.9759,1409.0978,897.6405,909.0194,537.5014,5877.3161,1225.719,260.2262,2503.8896,1808.1781,713.6613,1598.7885,1467.4737,908.275,3159.5287,1000.67,926.7772,580.4008,3262.2799,1182.2996,1807.3067,5827.0056,310.9825,3678.2144,564.8381,736.7465,1386.4679,1096.7278,2219.2276,3571.8279,1123.0498,1103.226,744.0869,963.5012,1264.3168,1086.7912,2233.6678,979.1166,1264.7296,801.2514,1270.0853,1473.0143,1483.2615,2753.7097,1418.2096,1318.2731,578.4472,820.4448,,,,,,,,,834.4603,1459.3281,,3195.7991,3596.802,2218.082,1231.3143
2021-10-20,1513.4137,1470.6616,1440.9307,1111.6102,670.8572,711.048,1404.8945,836.5049,899.1293,527.4184,5687.8254,1148.5776,260.3968,2513.9859,1729.2782,713.6613,1488.2484,1466.8861,917.4362,2898.986,993.1178,845.955,582.2625,3146.3059,1182.2996,1817.7375,5377.7527,299.1337,3693.8221,568.9411,736.7465,1386.4679,1096.7278,2117.7365,3456.0051,1110.4592,1124.4162,735.6697,983.0189,1168.5091,1079.4527,2073.5233,977.9138,1275.5709,801.2514,1246.3837,1452.2989,1381.2042,2626.908,1407.7577,1254.9402,573.1485,833.6413,,,,,,,,,834.4603,1445.8943,,2832.0804,3265.6401,2143.6497,1211.3025
2021-10-21,1553.9966,1471.8242,1441.4918,1123.0763,660.688,718.7598,1412.0783,834.8615,891.5663,523.7343,5638.123,1151.3416,259.8851,2527.1888,1622.3394,713.6613,1395.9069,1464.418,918.932,2629.4715,1006.3342,810.6562,583.3098,2968.9339,1182.2996,1814.2605,4858.1819,295.2488,3384.2694,570.0601,736.7465,1386.4679,1096.7278,2132.2352,3280.4027,1098.0593,1115.0807,743.2452,977.7641,1123.2809,1077.0066,2014.3395,960.673,1284.7005,798.4325,1246.2513,1474.494,1343.8975,2648.4643,1408.4785,1254.3069,558.6652,826.2889,,,,,,,,,834.4603,1506.4441,,2740.7719,3255.164,2160.8147,1207.3786
2021-10-22,1548.9553,1425.0304,1440.9307,1103.765,663.6605,706.7101,1417.9629,811.6892,869.168,525.4794,5621.8143,1084.5025,251.6117,2545.8282,1597.5609,713.6613,1378.3822,1438.2089,880.2302,2558.0555,1010.425,794.3457,582.9607,2813.3924,1182.2996,1839.9898,4492.5291,294.8604,3587.1695,582.8662,736.7465,1386.4679,1096.7278,2076.5416,3305.3108,1104.5454,1153.7566,729.7776,971.3833,1088.0651,1076.6571,1939.8375,929.399,1240.7645,804.54,1230.7593,1473.3842,1290.7248,2586.3315,1412.0826,1240.057,576.681,827.043,,,,,,,,,834.4603,1462.93,,2671.8169,3067.7578,2140.6117,1207.3786
2021-10-25,1565.0876,1437.5281,1468.9862,1094.1093,672.5782,709.7225,1414.371,813.4969,890.1118,528.194,5600.0695,1088.7742,249.1382,2554.3712,1573.1085,713.6613,1374.338,1457.2487,895.5614,2685.097,1008.8516,774.1402,581.9135,2735.6216,1182.2996,1847.639,4641.7592,301.4646,3581.9669,583.6122,736.7465,1386.4679,1096.7278,2037.1879,3225.6047,1118.2806,1241.6294,748.015,934.5999,1080.1243,1067.222,1918.2528,930.2009,1257.0265,812.9965,1282.5319,1457.8477,1212.681,2568.5792,1436.23,1239.7403,607.0605,851.1737,,,,,,,,,834.4603,1450.6643,,2455.1011,2908.87,2128.7633,1250.1489
2021-10-26,1555.2569,1452.9323,1474.5973,1090.4884,663.0347,714.4219,1420.1027,803.1434,887.203,529.3575,5591.5269,1067.9184,253.3176,2539.615,1603.1035,713.6613,1317.7199,1488.8641,906.9662,2720.2667,1010.7397,773.4098,580.8662,2764.274,1182.2996,1827.4728,4610.5069,308.4573,3717.2337,593.1857,736.7465,1386.4679,1096.7278,2039.9496,3260.4761,1107.5976,1249.3349,745.7704,928.2191,1048.0158,974.2681,1937.7486,944.635,1260.1648,812.2918,1247.1782,1499.6484,1191.2404,2492.9209,1423.6157,1228.0238,611.8294,847.5918,,,,,,,,,834.4603,1479.479,,2386.1461,2960.0866,2125.5733,1233.6686
2021-10-27,1554.5007,1438.1094,1463.9362,1051.2622,661.0009,732.3758,1409.7091,785.3943,858.987,509.7732,5479.6964,1011.8841,253.5734,2529.5187,1517.6829,713.6613,1227.4005,1489.3342,895.3744,2461.8772,1000.67,699.1605,571.7902,2668.766,1182.2996,1827.4728,4224.54,309.0401,3678.2144,564.9625,736.7465,1386.4679,1096.7278,1969.9874,3133.4446,1101.4931,1227.4037,741.1409,915.4575,964.2919,958.8923,1762.9822,939.8236,1255.6,805.9494,1198.9806,1452.2989,1214.825,2364.8512,1400.91,1191.2907,618.0113,832.8872,,,,,,,,,834.4603,1439.6641,,2116.0092,2695.2735,2113.6489,1224.2513
2021-10-28,1548.4511,1420.0895,1451.5918,1057.297,670.7008,717.3138,1423.6182,784.2439,828.4439,504.5378,5522.4094,1001.0793,258.7763,2531.072,1536.2668,713.6613,1286.7147,1471.2347,882.6608,2297.5128,991.2298,675.06,573.0701,2555.5208,1182.2996,1846.2483,3911.2349,310.7883,3555.9541,561.2325,736.7465,1386.4679,1096.7278,1992.541,3152.7484,1116.373,1178.0587,725.9898,892.937,996.573,979.5099,1803.3665,957.4654,1240.1939,808.2984,1213.8107,1427.5144,1226.403,2309.4811,1361.6254,1162.1576,614.1255,827.2315,,,,,,,,,834.4603,1420.9734,,2156.1698,2840.1932,1962.3539,1210.1253
