,TU.CBT,TY.CBT,T.CFE,CBA00362.CS,SPTAGUSDOZ.IDC,SPTAUUSDOZ.IDC,NH0008.NHF,NH0025.NHF,USDX.FX,USDJPY.FX,UC.SG,000852.sh,000300.sh,000016.sh,H20269.CSI,HSI.HI,SP500TR.SPI,N225.GI,899800.MI,935600.MI,NH0012.NHF,NH0013.NHF,NH0032.NHF,NH0016.NHF,NH0038.NHF,NH0022.NHF,NH0029.NHF,NH0041.NHF,B.IPE,SPSIOPTR.SPI,NH0015.NHF,NH0001.NHF,NH0002.NHF,NH0021.NHF,NH0033.NHF,NH0047.NHF,NH0056.NHF,NH0800.NHF,NH0700.NHF,SPGSCITR.SPI,IEF.O
2014-03-20,109.71875,123.390625,,96.7606,20.308,1330.23,1195.9416,631.9489,80.19,102.42,,4798.398,2086.967,1406.915,5502.5163,21182.16,3373.5989,14224.23,520.939768,414.737782,3383.7974,607.8353,762.4811,599.9388,,364.2617,585.1362,,106.23,12026.47,1898.938,1211.8143,1188.0975,535.9896,1013.0281,,,,,4900.08,101.38
2014-03-21,109.703125,123.421875,,96.9205,20.25,1333.3,1196.1675,628.6324,80.13,102.27,,4870.013,2158.798,1464.08,5645.0567,21436.7,3363.7187,14224.23,524.437684,416.759669,3382.2998,605.4628,762.4811,598.0814,1000.0,356.0246,577.2483,,106.94,12098.68,1896.6727,1211.5351,1181.8663,535.4664,1031.9977,,,,,4911.93,101.57
2014-03-24,109.671875,123.421875,,96.7926,19.922,1308.57,1189.3929,625.9188,79.94,102.23,,4876.471,2176.554,1477.532,5676.3523,21846.45,3347.362,14475.3,530.669286,422.79648,3401.0196,604.9883,773.9235,596.7812,1001.8051,360.9059,571.5117,,106.36,12004.08,1887.0449,1209.0227,1189.4823,537.2106,1030.9972,,,,,4915.02,101.61
2014-03-25,109.695313,123.453125,,96.7002,19.97,1311.41,1178.5536,624.2606,80.03,102.22,,4876.289,2174.44,1470.121,5695.2478,21732.32,3362.441,14423.19,529.859239,425.175269,3436.2129,611.1568,789.5268,610.526,1016.2505,370.9734,591.5899,,106.75,12069.35,1918.1936,1210.4185,1188.4437,534.2454,1030.2564,,,,,4922.07,101.55
2014-03-26,109.703125,123.78125,,96.7427,19.727,1304.07,1180.5859,627.7278,80.02,102.05,,4903.916,2171.047,1467.08,5689.3556,21887.75,3338.9998,14477.16,535.087114,427.529265,3454.9328,614.0038,788.4866,608.2971,1015.6488,367.3125,592.3069,,106.9,11915.42,1913.6629,1206.7895,1198.1368,540.3501,1039.4712,,,,,4929.04,101.98
2014-03-27,109.742188,123.859375,,96.7357,19.677,1290.74,1171.1014,622.3008,80.15,102.22,,4804.207,2155.707,1464.53,5657.4458,21834.45,3333.2342,14622.89,536.720184,429.336394,3424.2322,612.8175,787.4464,607.1827,1011.437,366.7023,588.7216,,107.55,12101.84,1910.8312,1202.6022,1202.9834,542.792,1041.0444,,,,,4976.85,102.08
2014-03-28,109.71875,123.453125,,96.744,19.79,1293.7,1169.7466,623.9591,80.19,102.8,,4671.788,2151.965,1472.047,5639.3512,22065.53,3348.8296,14696.03,541.794681,436.880756,3478.1454,618.5115,812.4116,614.2408,1017.4539,373.1089,603.7802,,107.86,12291.28,1921.5916,1196.1241,1198.8292,539.1292,1037.8979,,,,,4985.44,101.72
2014-03-31,109.78125,123.5,,96.8542,19.75,1284.72,1166.81,622.3,80.11,103.21,,4633.27,2146.305,1465.783,5631.7673,22151.06,3375.513,14827.83,545.600634,439.259815,3503.6,617.56,825.9345,618.1413,1025.8775,372.1937,599.4777,,107.65,12313.5,1922.158,1192.71,1197.4445,538.0826,1032.9534,,,,,4971.53,101.73
2014-04-01,109.771875,123.359375,,96.8498,19.738,1279.03,1160.2621,620.6425,80.08,103.69,,4714.948,2163.115,1473.142,5714.6953,22448.54,3399.5075,14791.99,550.900786,440.947367,3499.8604,618.037,832.1758,618.6985,1027.0809,373.7191,598.0436,,105.31,12385.74,1986.1544,1203.1104,1198.483,540.1757,1032.9534,,,,,4910.07,101.33
2014-04-02,109.726563,122.90625,,96.8412,19.957,1290.51,1162.2946,621.8486,80.23,103.86,,4683.783,2180.727,1491.303,5746.8412,22523.94,3409.7964,14946.32,553.152258,442.55952,3503.6043,620.6468,815.5323,616.0982,1019.8606,371.8886,593.7411,,104.7,12547.9,1997.4812,1199.8999,1221.331,548.8966,1026.8852,,,,,4880.99,100.89
2014-04-03,109.734375,122.96875,,96.7739,19.801,1286.73,1168.8432,623.9591,80.46,103.92,,4686.952,2165.008,1477.488,5685.9131,22565.08,3405.9975,15071.88,553.084202,438.801721,3482.6381,622.0703,831.1356,619.6272,1025.8775,377.0749,613.8193,,106.14,12605.26,1978.2256,1194.4446,1207.8299,539.1292,1037.2237,,,,,4923.14,100.96
2014-04-04,109.8125,123.609375,,96.8007,19.92,1302.7,1165.0044,621.2455,80.44,103.31,,4743.682,2185.472,1490.334,5713.5171,22510.08,3363.4058,15063.77,552.203932,436.032957,3508.4176,624.2056,840.4976,626.3138,1034.9028,385.312,629.595,,106.57,12482.31,1993.5168,1204.2068,1223.0619,545.9315,1039.4712,,,,,4943.5,101.58
2014-04-08,109.859375,123.84375,,97.2058,20.016,1308.27,1182.6183,627.7278,79.78,101.86,,4774.531,2237.316,1534.747,5804.47,22596.97,3340.8438,14606.88,555.5175,437.470135,3510.9678,623.0193,858.1813,634.1149,1046.9366,390.4983,641.0683,,107.48,12439.91,1978.2256,1208.8009,1218.5616,543.3152,1052.5067,,,,,4989.48,101.96
2014-04-09,109.859375,123.828125,,96.8818,19.884,1312.09,1183.5215,626.3711,79.52,101.97,,4830.536,2238.62,1530.875,5817.1229,22843.17,3377.6109,14299.69,560.368831,442.997125,3485.9032,619.6978,851.94,628.5427,1038.5129,385.6171,635.3317,,107.9,12566.18,1983.889,1207.9395,1218.2154,538.6059,1047.7869,,,,,5017.04,101.93
2014-04-10,109.975,124.828125,,97.142,20.012,1317.68,1188.2638,626.6726,79.41,101.43,,4849.657,2273.761,1570.397,5901.163,23186.96,3307.0778,14300.12,564.216956,443.562687,3472.8346,624.4428,848.8193,625.5709,1036.7079,381.346,633.8975,,107.39,12374.12,1978.2256,1208.2266,1218.2154,535.8152,1058.1255,,,,,5010.48,102.36
2014-04-11,109.984375,124.796875,,97.2801,19.95,1318.1,1186.4573,625.3158,79.49,101.59,,4822.712,2270.666,1565.308,5926.5786,23003.64,3276.0359,13960.05,561.291285,442.16662,3513.4262,629.4251,846.7389,624.085,1033.0978,382.2612,628.1609,,107.15,12311.18,1970.8632,1206.791,1210.5994,530.2338,1058.1255,,,,,5006.36,102.57
2014-04-14,109.959375,124.609375,,97.6772,19.947,1326.23,1197.2966,628.0294,79.76,101.85,,4858.157,2268.613,1557.7,5931.3295,23038.8,3302.9786,13910.16,560.371373,442.16662,3516.433,628.0016,835.2965,624.085,1034.3011,382.5663,631.7463,,108.96,12567.3,1968.5978,1225.7413,1210.2532,533.0245,1052.5067,,,,,5050.78,102.41
2014-04-15,109.945313,124.65625,,98.0197,19.558,1302.55,1182.3924,619.4365,79.79,101.83,,4838.652,2229.463,1523.22,5828.3485,22671.26,3325.304,13996.81,557.210473,439.997203,3499.8956,626.8153,844.6584,625.7566,1037.3096,387.4476,643.9366,,109.18,12775.09,1969.1642,1242.9689,1199.5216,530.7571,1057.0017,,,,,5054.03,102.53
2014-04-16,109.9375,124.34375,,98.5254,19.639,1302.13,1171.5531,612.6527,79.82,102.22,,4847.637,2232.526,1527.054,5840.3794,22696.01,3360.2654,14417.68,557.09649,434.143184,3471.3312,625.6291,829.0551,618.327,1028.2843,385.0069,631.7463,,109.71,12986.29,1995.7822,1245.8401,1217.1768,541.7455,1062.171,,,,,5062.89,102.37
2014-04-17,109.896875,123.765625,,99.6648,19.605,1294.35,1167.94,611.5975,79.85,102.42,,4847.682,2224.803,1520.562,5820.8058,22760.24,3364.9966,14417.53,558.873783,440.147631,3498.3923,628.2388,826.9747,617.3983,1026.4792,381.346,626.0096,,109.76,13184.34,2020.7011,1246.9886,1224.7929,544.0129,1073.4085,,,,,5075.73,101.79
2014-04-18,109.896875,123.765625,,99.4267,19.63,1294.6,1165.9076,610.693,79.88,102.42,,4870.309,2224.479,1521.278,5818.9202,22760.24,3364.9966,14516.27,560.156774,440.147631,3484.8617,627.5271,812.4116,602.7249,1009.0303,365.482,596.6094,,109.76,13184.34,2030.3289,1248.4243,1218.2154,539.8268,1079.4768,,,,,5075.73,101.79
2014-04-21,109.898438,123.828125,,99.4373,19.412,1290.12,1157.5523,601.4971,79.95,102.6,,4794.877,2187.248,1493.756,5709.2292,22760.24,3377.7511,14512.38,559.630633,440.921242,3504.4058,626.3408,812.4116,600.8675,1004.8184,362.7363,592.3069,,109.76,13262.76,2012.206,1234.3551,1204.3681,534.2454,1104.8736,,,,,5071.33,101.77
2014-04-22,109.865625,123.609375,,99.4602,19.395,1283.85,1163.8753,604.6629,79.9,102.61,,4748.012,2196.795,1509.547,5710.9995,22730.68,3391.5796,14388.77,559.209293,437.606265,3490.1236,628.7133,810.3312,602.5392,1009.0303,366.7023,596.6094,,109.37,13237.81,2024.6655,1239.2362,1214.4074,539.8268,1103.7498,,,,,5049.02,101.73
2014-04-23,109.896875,124.03125,,99.1135,19.428,1283.51,1160.2621,605.5674,79.87,102.53,,4730.826,2194.668,1507.041,5702.8387,22509.64,3384.4994,14546.27,556.591966,437.375285,3517.1846,637.9661,817.6127,606.6254,1016.8522,365.7871,603.7802,,109.14,13319.54,2008.808,1238.662,1205.7528,536.164,1103.5251,,,,,5046.56,101.99
2014-04-24,109.898438,123.875,,98.9601,19.672,1293.83,1159.8105,607.2257,79.79,102.27,,4682.827,2190.474,1510.285,5694.9568,22562.8,3390.3949,14404.99,557.520121,437.375285,3551.7627,646.9816,825.9345,609.783,1019.8606,367.9226,606.6485,,110.39,13377.68,2012.206,1246.1272,1202.291,535.4664,1092.2876,,,,,5077.29,101.96
2014-04-25,109.914063,124.0625,,99.1249,19.69,1303.5,1168.6175,613.5572,79.76,102.18,,4582.632,2167.826,1501.046,5615.5762,22223.53,3362.9452,14429.26,550.771958,437.856019,3602.1263,642.2366,826.9747,608.4828,1016.2505,368.2277,604.4973,,109.39,13126.59,2024.0992,1254.741,1207.1376,537.0361,1095.6588,,,,,5048.24,102.1
2014-04-28,109.90625,124.0625,,99.1215,19.547,1295.69,1183.7474,618.6828,79.71,102.48,,4424.411,2134.969,1483.776,5548.4146,22132.53,3374.0371,14288.23,549.430041,436.998355,3605.8848,639.7231,790.567,598.4529,1003.6151,360.6008,595.8923,,108.12,13102.95,2077.9015,1255.6024,1216.1383,540.0013,1113.6389,,,,,5025.7,101.95
2014-04-29,109.88125,123.8125,,99.3128,19.459,1295.79,1174.0372,614.4617,79.81,102.64,,4479.259,2158.47,1496.009,5608.0116,22453.89,3390.1634,14288.23,552.179609,435.05211,3581.0788,635.1287,802.0094,603.2821,1010.8353,361.8211,600.1948,,108.91,13272.82,2066.0083,1256.4638,1211.2918,538.0827,1110.9418,,,,,5056.98,102.04
2014-04-30,109.9375,124.40625,,99.6693,19.164,1291.52,1175.8437,612.8035,79.53,102.21,,4525.306,2158.659,1494.808,5627.1012,22133.97,3400.4649,14304.11,548.568223,434.37398,3581.8305,630.866,795.7681,599.3816,1006.0218,355.7196,588.7216,,108.14,13313.26,2079.6005,1252.7311,1209.907,534.5943,1123.0784,,,,,5008.41,102.31
2014-05-05,109.9375,124.578125,,99.8267,19.579,1309.46,1189.167,617.4768,79.51,102.14,,4577.407,2156.47,1487.532,5625.2302,21976.33,3402.2266,14457.51,549.809157,435.052328,3583.3339,625.3744,802.0094,601.4247,1008.4286,360.2957,601.629,,108.33,13226.29,2048.4518,1254.4539,1186.0204,523.7803,1126.0001,,,,,4981.02,102.5
2014-05-06,109.928125,124.65625,,100.1533,19.545,1307.37,1188.9425,617.6873,79.15,101.72,,4612.149,2157.328,1485.25,5626.9205,21976.33,3371.7237,14457.51,550.312474,436.199399,3575.0652,624.4275,798.8888,599.0101,1006.0218,358.4653,601.629,,106.54,13176.81,2039.3903,1236.9392,1180.8277,522.2105,1130.2704,,,,,4981.42,102.62
2014-05-07,109.975,124.828125,,100.3292,19.303,1289.57,1186.1927,618.5593,79.23,101.85,,4533.014,2137.316,1476.176,5570.5291,21746.26,3392.0955,14033.45,546.603832,431.308538,3554.0177,619.9301,779.1246,593.4379,1002.4117,358.4653,598.7607,,107.53,13187.5,2034.2933,1233.2066,1180.8277,523.4315,1137.2377,,,,,5003.41,102.7
2014-05-08,109.990625,124.828125,,101.0678,19.176,1289.91,1169.8507,609.4309,79.45,101.65,,4532.264,2135.496,1478.717,5576.5642,21837.12,3388.2935,14163.78,548.05843,431.806776,3548.7559,618.0365,764.5615,590.8376,996.3948,359.3805,600.1948,,107.49,12792.01,2036.5586,1232.3452,1172.8655,520.4663,1128.0229,,,,,4992.12,102.81
2014-05-09,110.015625,125.0,,102.6985,19.13,1289.2,1168.8171,609.461,79.87,101.86,,4481.835,2133.911,1480.737,5553.8762,21862.99,3394.0523,14199.59,549.289012,443.567899,3588.5958,623.9541,764.5615,588.423,998.1999,360.9059,599.4777,,107.36,12774.33,2034.8596,1227.7512,1181.1739,522.2105,1134.0911,,,,,4977.27,102.732
2014-05-12,110.00625,124.75,,102.5939,19.506,1295.23,1167.9178,612.7651,79.89,102.14,,4576.422,2180.054,1508.387,5677.942,22261.61,3427.0128,14149.52,553.188892,453.548334,3643.4695,624.1908,770.8028,593.0665,1003.6151,369.448,618.8389,,107.77,12892.76,2058.6459,1227.7512,1179.443,519.9431,1157.0157,,,,,4992.23,102.46
2014-05-13,110.00625,124.6875,,102.3046,19.527,1294.04,1170.8403,614.8677,80.12,102.26,,4574.804,2174.852,1503.517,5671.1801,22352.38,3429.2975,14425.44,556.915539,461.789812,3659.2552,623.244,769.7626,587.8657,1000.6066,367.0074,611.6681,,108.65,12997.73,2055.2479,1239.2362,1191.2132,525.8733,1166.2305,,,,,5017.98,102.86
2014-05-14,110.053125,125.609375,,101.9407,19.7,1305.26,1172.6388,618.1718,80.06,101.84,,4577.681,2172.372,1500.825,5665.6505,22582.77,3413.8406,14405.76,562.904006,461.409315,3683.3094,622.0605,767.6822,588.0515,1000.0049,365.7871,607.3656,,109.2,12869.59,2083.5649,1261.6321,1192.2517,525.1756,1167.3542,,,,,5042.63,103.33
2014-05-15,110.06875,125.921875,,101.6409,19.45,1296.0,1177.5848,621.1756,80.03,101.57,,4491.752,2144.084,1488.771,5610.1111,22730.86,3382.5222,14298.21,564.609397,467.392437,3697.5916,620.6403,767.6822,581.5506,992.7847,361.8211,596.6094,,109.02,12737.4,2096.0243,1283.1665,1192.9441,527.7919,1176.7938,,,,,5018.12,103.7
2014-05-16,110.06875,125.84375,,101.6096,19.35,1292.5,1171.29,613.6662,80.06,101.52,,4472.169,2145.952,1487.735,5611.6616,22712.91,3395.209,14096.59,565.488705,471.571504,3668.352,618.7466,745.8376,573.9353,984.3611,350.2282,581.5508,,109.68,12735.27,2090.9273,1287.1863,1184.2895,523.4315,1185.7838,,,,,5024.37,103.48
2014-05-19,110.09375,125.78125,,101.9511,19.327,1292.64,1174.887,618.1718,80.03,101.46,,4458.379,2115.143,1459.212,5556.0719,22704.5,3408.5234,14006.44,567.27084,480.302849,3715.2204,622.0605,735.4354,572.0779,981.9543,351.1434,584.4191,,109.36,12847.97,2095.458,1298.6713,1174.5964,519.071,1161.286,,,,,5031.67,103.35
2014-05-20,110.115625,125.953125,,101.854,19.382,1293.84,1169.0418,614.5673,80.05,101.29,,4480.028,2115.771,1460.82,5555.3558,22834.68,3386.4841,14075.25,565.801304,479.579082,3703.4257,621.3504,728.1538,569.849,981.3526,348.7028,583.702,,109.84,12756.22,2123.775,1317.6216,1170.7884,514.5361,1183.5363,,,,,5033.49,103.65
2014-05-21,110.09375,125.578125,,101.8948,19.391,1292.27,1171.0652,617.7213,80.08,101.43,,4518.657,2135.905,1474.139,5598.4565,22836.52,3414.4472,14042.17,565.749664,479.411764,3642.8221,618.9833,736.4756,571.1492,984.9627,346.8723,577.2483,,110.54,12971.95,2120.9433,1317.9088,1164.211,512.6175,1145.3287,,,,,5066.67,103.49
2014-05-22,110.084375,125.625,,101.9223,19.45,1293.55,1173.5382,620.4246,80.22,101.75,,4527.598,2130.868,1471.552,5589.3796,22953.76,3422.9917,14337.79,570.2351,483.035732,3661.0286,621.5871,742.7169,571.8921,986.7678,350.2282,585.8532,,110.39,12929.11,2171.9139,1321.3543,1178.0583,516.4547,1139.0357,,,,,5057.63,103.38
2014-05-23,110.109375,125.828125,,102.9264,19.44,1292.3,1173.5382,619.9741,80.38,101.95,,4582.458,2148.414,1484.375,5626.7342,22965.86,3437.5823,14462.17,571.268249,489.865573,3694.4073,636.0261,735.4354,572.2636,987.3695,349.9231,584.4191,,110.44,12834.95,2178.71,1312.7405,1182.9048,519.071,1144.2049,,,,,5067.11,103.59
2014-05-26,110.109375,125.828125,,103.1937,19.426,1292.34,1171.9644,618.9228,80.29,101.93,,4645.004,2155.976,1486.049,5653.7294,22963.18,3437.5823,14602.52,570.197245,485.02205,3727.0273,637.2096,751.0387,583.2223,1000.6066,363.0414,605.9314,,110.44,12834.95,2189.4704,1313.3148,1177.0197,514.3617,1118.3586,,,,,5067.11,103.59
2014-05-27,110.078125,125.78125,,103.3166,19.039,1262.3,1164.9952,613.6662,80.37,102.02,,4624.34,2147.28,1479.733,5632.2668,22944.3,3458.1931,14681.72,568.264786,480.033717,3705.0277,633.4223,753.1191,583.9652,1004.8184,363.0414,603.0631,,110.19,12967.05,2147.5613,1306.998,1175.2888,513.664,1125.7754,,,,,5044.32,103.62
2014-05-28,110.109375,126.46875,,103.4748,19.027,1258.27,1147.2347,610.6625,80.56,101.82,,4690.619,2169.352,1491.756,5672.5517,23080.03,3454.8771,14670.95,572.036598,482.505435,3711.8552,635.7404,735.4354,578.7645,996.3948,355.1094,590.8728,,110.06,13119.27,2149.2603,1335.4235,1180.8277,519.7687,1129.1466,,,,,5024.28,104.19
2014-05-29,109.882813,126.421875,,103.6441,19.024,1255.63,1134.6451,603.904,80.49,101.73,,4635.007,2155.164,1484.307,5636.2194,23010.14,3473.8573,14681.72,570.778557,474.058106,3676.9593,631.6745,730.2343,577.8358,995.1914,353.8891,586.5703,,110.07,13343.81,2178.1436,1328.8196,1176.6735,515.5826,1130.4951,,,,,5035.26,104.06
2014-05-30,109.875,125.484375,,104.1738,18.78,1250.5,1138.9166,609.0104,80.39,101.77,,4648.233,2156.464,1482.096,5614.7531,23081.65,3480.2877,14632.38,568.784235,474.892075,3689.8556,638.0513,707.3494,567.6201,981.9543,353.584,588.0045,,109.49,13224.56,2182.6744,1307.8594,1170.4422,512.9663,1107.5706,,,,,4999.62,103.98
2014-06-03,109.875,124.4375,,104.9119,18.78,1244.7,1129.9239,606.4572,80.54,102.53,,4640.242,2149.918,1477.522,5610.1043,23291.04,3482.002,15034.25,574.38053,483.269332,3693.6486,635.6441,709.4299,567.8059,983.1577,351.4485,582.9849,,108.18,13155.13,2174.1793,1309.0079,1160.0568,507.5593,1099.0301,,,,,4984.02,102.81
2014-06-04,109.8125,124.3125,,105.0204,18.76,1245.35,1130.3735,606.1568,80.66,102.73,,4610.724,2128.274,1466.387,5556.6121,23151.71,3489.2113,15067.96,571.981859,481.21338,3650.4082,630.2213,718.7919,568.5488,981.3526,352.9739,590.8728,,107.43,13192.92,2159.4544,1307.5722,1160.7491,507.0361,1111.6161,,,,,4971.6,102.73
2014-06-05,109.85,124.515625,,104.6768,19.02,1253.05,1129.2494,606.9078,80.35,102.41,,4671.333,2150.602,1484.241,5613.2501,23109.66,3512.2119,15079.37,572.90693,488.16254,3665.5803,631.8717,715.6712,569.6633,983.7594,359.0754,601.629,,108.19,13312.19,2130.5711,1292.3545,1168.019,509.6524,1115.2121,,,,,4976.57,102.88
2014-06-06,109.796875,124.34375,,104.1856,19.01,1252.6,1140.0406,611.2632,80.43,102.5,,4662.311,2134.716,1472.268,5588.4337,22951.0,3528.9786,15077.24,573.085261,496.527321,3661.0286,633.0506,716.7114,571.8921,987.3695,359.0754,599.4777,,108.01,13396.4,2115.8462,1282.3051,1164.6387,508.9547,1141.5079,,,,,4983.68,102.8
2014-06-09,109.75,124.234375,,103.9639,19.047,1251.81,1137.118,609.3108,80.63,102.54,,4627.427,2134.281,1475.347,5580.1981,23117.47,3532.4654,15124.0,575.068076,500.303151,3593.5128,644.8392,717.7516,569.1061,981.3526,357.2449,594.4582,,109.1,13441.44,2133.4028,1294.0773,1166.8266,510.8733,1144.8792,,,,,5027.16,102.65
2014-06-10,109.71875,123.96875,,104.234,19.157,1258.14,1135.7691,608.71,80.81,102.33,,4686.087,2161.268,1493.533,5642.9686,23315.74,3531.6186,14994.8,579.521196,500.933751,3601.8574,642.0099,713.5908,569.849,983.1577,355.7196,594.4582,,108.29,13364.67,2122.076,1282.018,1159.0363,508.7803,1137.6872,,,,,5009.9,102.47
2014-06-11,109.726563,124.171875,,104.2374,19.19,1260.74,1142.9632,611.864,80.77,101.99,,4717.942,2160.766,1488.764,5657.1114,23257.29,3519.5205,15069.48,578.947887,499.092911,3630.6844,642.953,709.4299,565.7627,980.7509,351.4485,590.8728,,108.84,13499.55,2130.5711,1285.4635,1155.4932,504.0709,1153.4197,,,,,5013.13,102.61
2014-06-12,109.734375,124.390625,,104.2325,19.53,1273.5,1140.7151,609.461,80.59,101.75,,4712.043,2153.41,1483.861,5622.6247,23175.02,3495.5679,14973.53,577.247147,500.95473,3600.3402,634.701,692.7864,562.2337,976.5391,346.5673,581.5508,,111.9,13685.19,2143.366,1287.7605,1151.0868,502.1523,1151.8464,,,,,5105.25,103.01
2014-06-13,109.734375,124.40625,,103.9857,19.67,1276.63,1149.9325,618.9228,80.61,102.04,,4766.518,2176.242,1502.961,5683.7786,23319.17,3506.5816,15097.84,575.399143,490.395554,3620.8226,635.1725,693.8266,562.6052,977.1408,349.0079,583.702,,111.52,13840.39,2124.1681,1285.4635,1158.8828,507.2105,1157.2405,,,,,5120.0,102.81
2014-06-16,109.65625,124.203125,,104.3421,19.653,1271.34,1159.5996,624.1793,80.44,101.82,,4800.599,2191.855,1518.705,5733.4205,23300.67,3509.537,14933.29,574.75486,488.261549,3643.5807,634.2294,687.5853,557.4045,970.5222,345.9571,572.9458,,112.83,13888.13,2146.6644,1296.6614,1161.5944,505.9896,1146.9019,,,,,5126.67,102.81
2014-06-17,109.609375,123.9375,,104.3627,19.74,1271.55,1144.9865,618.4722,80.61,102.15,,4757.484,2169.674,1501.939,5690.9742,23203.59,3517.2316,14975.97,574.77895,492.742721,3655.7184,634.701,693.8266,560.562,974.1324,349.618,580.1166,,113.31,13905.77,2119.8693,1288.0477,1158.5438,505.4663,1156.5662,,,,,5131.34,102.38
2014-06-18,109.640625,124.09375,,104.3063,19.892,1277.87,1146.5603,619.5235,80.4,101.93,,4721.703,2160.239,1495.431,5648.2679,23181.72,3544.4174,15115.8,572.452061,485.641093,3651.1668,631.4002,691.7461,558.8904,981.9543,347.7876,577.9654,,114.14,14051.83,2119.265,1288.909,1157.188,505.5311,1158.589,,,,,5142.76,102.92
2014-06-19,109.6875,124.40625,,104.4769,20.77,1319.62,1159.3748,625.3808,80.33,101.94,,4581.907,2126.907,1478.038,5556.8917,23167.73,3549.4435,15361.16,573.447476,487.206326,3645.8565,634.701,689.6657,558.8904,981.9543,345.652,572.2287,,114.92,14193.36,2127.7251,1289.4833,1161.9333,505.7406,1164.882,,,,,5178.76,102.66
2014-06-20,109.678125,124.296875,,104.4327,20.86,1314.1,1189.5,651.0629,80.34,102.06,,4635.064,2136.729,1484.479,5581.8268,23194.06,3555.604,15349.42,570.975659,485.430864,3698.9589,639.6522,704.2288,565.3913,986.1661,349.9231,579.3995,,114.68,14317.62,2138.6024,1291.7803,1171.0851,509.0911,1178.8165,,,,,5185.2,102.78
2014-06-23,109.679688,124.375,,104.4461,20.867,1317.35,1195.1204,654.367,80.27,101.91,,4697.417,2134.11,1475.76,5581.647,22804.81,3555.1376,15369.28,568.56549,483.550607,3758.8887,637.0587,718.7919,570.592,992.183,347.7876,580.1166,,113.97,14348.91,2160.9614,1299.5327,1192.1002,517.3503,1178.1423,,,,,5161.11,102.71
2014-06-24,109.65625,124.359375,,104.4406,20.89,1318.07,1192.8723,654.8176,80.32,101.96,,4733.756,2144.821,1480.128,5613.9001,22880.64,3532.5703,15376.24,571.762467,489.196397,3747.5096,635.6441,710.4701,569.106,987.3695,348.3977,577.9654,,114.13,13796.56,2144.0411,1293.2159,1194.8119,516.8359,1179.7155,,,,,5172.25,103.13
2014-06-25,109.740625,124.78125,,104.2934,20.999,1318.05,1189.2753,651.6637,80.21,101.83,,4715.848,2133.371,1469.954,5590.3609,22866.7,3549.9582,15266.61,570.199175,488.784284,3750.544,637.5303,720.8723,571.8921,989.1746,348.3977,582.2678,,113.71,14018.37,2143.4368,1289.1962,1192.7781,519.2366,1182.862,,,,,5167.85,103.23
2014-06-26,109.75625,125.125,,104.3951,21.074,1316.69,1188.3759,651.0629,80.21,101.68,,4793.361,2149.076,1478.006,5640.814,23197.83,3546.3817,15308.49,575.800618,483.79304,3780.1296,637.2945,745.8376,578.5788,998.8016,352.9739,588.0045,,112.56,13979.99,2142.8325,1287.4734,1195.1508,519.4081,1181.064,,,,,5148.56,103.5
2014-06-27,109.765625,125.140625,,104.3009,20.91,1315.2,1192.1978,652.715,80.02,101.39,,4829.479,2150.258,1473.756,5661.1406,23221.52,3553.3452,15095.0,575.986124,486.36407,3781.6469,635.1725,735.4354,573.5638,993.9881,347.7876,582.2678,,112.77,14049.39,2148.8755,1285.1764,1187.0159,513.9208,1200.6173,,,,,5143.21,103.5
2014-06-30,109.7875,125.1875,,104.1093,21.008,1326.43,1186.5774,648.6599,79.79,101.3,,4884.397,2165.118,1482.405,5699.9531,23190.72,3552.1817,15162.1,579.531996,492.609773,3794.7009,632.8651,721.9125,571.3349,988.5729,343.8216,577.2483,,111.95,14146.71,2126.5165,1278.2854,1176.8473,508.4334,1205.7866,,,,,5105.46,103.58
2014-07-01,109.771875,124.84375,,103.719,21.021,1326.2,1194.2212,650.6123,79.82,101.55,,4915.74,2164.559,1481.663,5697.6145,23190.72,3576.5465,15326.2,579.580218,493.217669,3856.0404,637.6651,729.194,570.0347,990.9796,344.4317,575.8141,,111.85,14108.68,2040.1022,1250.4341,1147.0194,496.087,1203.7638,,,,,5098.59,103.05
2014-07-02,109.71875,124.40625,,103.1833,21.15,1327.2,1195.795,652.1142,79.95,101.77,,4945.531,2170.867,1484.841,5739.3305,23549.62,3579.1101,15369.97,586.867978,503.395304,3849.949,635.1736,744.7973,575.2355,995.1914,345.347,580.8337,,111.0,14025.43,2027.412,1252.7311,1149.0531,499.0021,1170.9502,,,,,5074.36,102.63
2014-07-03,109.65625,124.21875,,102.7348,21.122,1320.02,1192.4227,650.0116,80.21,102.19,,4980.715,2180.192,1489.545,5777.3593,23531.44,3598.7317,15348.29,587.197625,501.2852,3909.3735,640.9496,740.6365,572.6351,995.7931,342.6013,573.6629,,110.89,14056.15,2027.412,1250.4341,1147.0194,496.2585,1176.569,,,,,5064.6,102.42
2014-07-04,109.65625,124.21875,,102.3532,21.14,1319.3,1193.0972,653.7663,80.28,102.07,,4977.585,2178.695,1492.463,5769.4029,23546.36,3598.7317,15437.13,587.642074,503.620782,3930.7947,641.6532,739.5962,572.8208,994.5897,339.8556,564.3409,,110.49,14056.15,2023.182,1241.2461,1139.9014,496.6014,1198.3698,,,,,5064.6,102.42
