,TU.CBT,TY.CBT,T.CFE,CBA00362.CS,SPTAGUSDOZ.IDC,SPTAUUSDOZ.IDC,NH0008.NHF,NH0025.NHF,USDX.FX,USDJPY.FX,UC.SG,000852.sh,000300.sh,000016.sh,H20269.CSI,HSI.HI,SP500TR.SPI,N225.GI,899800.MI,935600.MI,NH0012.NHF,NH0013.NHF,NH0032.NHF,NH0016.NHF,NH0038.NHF,NH0022.NHF,NH0029.NHF,NH0041.NHF,B.IPE,SPSIOPTR.SPI,NH0015.NHF,NH0001.NHF,NH0002.NHF,NH0021.NHF,NH0033.NHF,NH0047.NHF,NH0056.NHF,NH0800.NHF,NH0700.NHF,SPGSCITR.SPI,IEF.O
2005-06-16,,112.703125,,104.6036,7.345,435.65,,,88.72,108.89,,797.426,879.237,757.392,,13833.53,1813.35,11416.38,304.004948,200.594242,1693.5249,1013.9151,,,,,,,56.22,4765.47,1070.9573,1067.5802,,,,,,,,6267.76,86.18
2005-06-17,,112.578125,,104.9616,7.325,437.65,,,87.73,108.58,,790.55,880.345,762.178,,13912.03,1822.35,11514.03,305.276056,201.170531,1714.6425,1014.5168,,,,,,,57.76,4825.85,1069.7822,1074.0815,,,,,,,,6398.97,86.08
2005-06-20,,112.390625,,105.5046,7.265,437.9,,,88.49,109.32,,813.122,906.255,780.291,,13945.77,1821.06,11483.35,305.146026,203.452674,1770.2692,1014.5168,,,,,,,58.32,4847.81,1085.8426,1098.0337,,,,,,,,6457.25,85.95
2005-06-21,,112.796875,,105.5118,7.29,438.6,,,88.18,108.28,,806.023,896.166,770.295,,13979.35,1817.36,11488.74,304.432589,206.050172,1749.1517,1007.2961,,,,,,,57.5,4744.55,1088.1929,1087.4263,,,,,,,,6373.02,86.22
2005-06-22,,113.640625,,105.7117,7.235,438.15,,,88.56,108.81,,810.029,900.646,774.15,,14161.02,1817.8,11547.28,307.961562,207.846606,1754.8173,1006.6943,,,,,,,56.58,4761.06,1090.1568,1099.0602,,,,,,,,6309.57,86.87
2005-06-23,,113.5,,105.8676,7.26,441.3,,,89.02,108.93,,796.051,893.572,768.331,,14190.44,1798.49,11576.75,309.005198,206.978132,1722.3684,1003.084,,,,,,,57.96,4751.97,1065.6114,1079.5563,,,,,,,,6405.2,86.78
2005-06-24,,113.828125,,106.0147,7.275,439.95,,,88.78,109.02,,799.695,898.301,772.319,,14230.29,1784.77,11537.03,307.544859,207.689198,1744.001,1004.8891,,,,,,,58.36,4760.3,1075.1132,1084.3467,,,,,,,,6420.4,86.99
2005-06-27,,113.9375,,105.6668,7.215,439.8,,,88.45,109.21,,822.881,916.043,782.382,,14176.04,1783.45,11414.28,305.706066,208.243451,1755.8475,1003.6857,,,,,,,59.3,4822.63,1062.8622,1072.3707,,,,,,,,6447.49,87.06
2005-06-28,,113.4375,,105.6861,7.065,435.55,,,88.99,109.85,,807.644,903.716,775.634,,14287.44,1800.07,11513.83,305.480888,205.156889,1739.8805,997.6684,,,,,,,57.18,4752.74,1022.9713,1033.0208,,,,,,,,6268.29,86.69
2005-06-29,,113.265625,,104.2491,7.075,437.25,,,89.11,110.39,,805.097,898.898,772.02,,14277.28,1797.73,11577.44,304.130072,206.888914,1713.0973,991.6511,,,,,,,56.15,4769.56,1031.7933,1024.1242,,,,,,,,6200.48,86.66
2005-06-30,,113.46875,,104.0716,7.045,435.5,,,89.09,110.73,,781.826,878.686,758.717,,14201.06,1784.99,11584.01,304.176739,210.066969,1741.4257,995.2615,,,,,,,55.58,4776.21,1016.0671,1003.936,,,,,,,,6150.56,86.96
2005-07-01,,112.75,,105.7678,6.8675,427.4,,,90.13,111.74,,743.115,859.494,748.046,,14201.06,1789.85,11630.13,305.282009,209.890802,1728.5492,995.8632,,,,,,,57.54,4930.3,1028.7248,1013.5169,,,,,,,,6328.25,85.95
2005-07-04,,112.75,,106.0052,6.925,427.9,,,90.46,111.59,,734.952,855.932,747.086,,14177.87,1789.85,11651.55,304.629752,211.70942,1700.3321,992.0104,,,,,,,57.94,4930.3,1037.1633,1023.0977,,,,,,,,6328.25,85.95
2005-07-05,,112.15625,,106.2643,6.885,423.6,,,90.44,111.65,,729.359,849.679,741.205,,14124.8,1805.68,11616.7,302.286616,210.059189,1716.7255,984.9022,,,,,,,58.29,5071.08,1036.3961,1022.0712,,,,,,,,6457.63,85.6
2005-07-06,,112.40625,,106.634,6.94,423.76,,,90.38,112.16,,727.061,842.556,734.768,,14149.93,1791.05,11603.53,303.283449,212.105124,1729.9251,982.7314,,,,,,,59.85,5003.7,1039.8482,1032.3364,,,,,,,,6615.46,85.78
2005-07-07,,112.625,,107.0234,6.97,424.2,,,90.28,111.99,,732.049,844.729,735.554,,14030.81,1795.55,11590.14,301.749119,207.546889,1755.4062,987.5588,,,,,,,59.28,5078.17,1036.7797,1029.9412,,,,,,,,6555.51,85.98
2005-07-08,,112.078125,,107.3507,6.995,423.1,,,90.25,112.26,,706.735,829.489,727.556,,13964.47,1816.52,11565.99,300.975569,209.292099,1755.9375,986.3507,,,,,,,59.97,5071.74,1036.0126,1022.0141,,,,,,,,6471.73,85.67
2005-07-11,,112.125,,107.4044,7.095,425.9,,,89.46,111.68,,694.828,824.097,726.905,,14157.24,1827.91,11674.79,306.70107,212.093789,1757.0001,994.2029,,,,,,,57.44,5096.29,1028.3412,1021.1921,,,,,,,,6404.51,85.63
2005-07-12,,111.875,,107.6576,7.055,426.95,,,88.35,110.84,,720.565,851.816,753.06,,14146.95,1832.15,11692.14,309.046106,211.522765,1764.9695,1000.847,,,,,,,58.82,5155.62,1031.4098,1030.1171,,,,,,,,6552.7,85.41
2005-07-13,,111.765625,,108.0402,7.015,424.1,,,89.31,111.92,,711.951,846.231,748.55,,14307.3,1833.98,11659.84,310.400341,210.12201,1757.5314,996.6189,,,,,,,59.07,5117.83,1022.2042,1018.8745,,,,,,,,6510.18,85.33
2005-07-14,,111.625,,107.9221,6.965,419.6,,,89.48,112.22,,711.583,849.59,753.639,,14491.54,1838.8,11764.26,313.070934,207.988999,1771.8764,994.2029,,,,,,,56.96,4969.83,1028.7248,1023.9118,,,,,,,,6364.46,85.22
2005-07-15,,111.703125,,107.7807,6.965,421.55,,,89.72,112.21,,690.491,841.001,748.519,,14504.29,1840.93,11758.68,311.979802,210.777176,1763.3756,1006.2831,,,,,,,57.61,4952.94,1028.7248,1022.9043,,,,,,,,6395.74,85.24
2005-07-18,,111.515625,,107.9788,6.995,421.05,,,89.64,111.91,,669.029,832.995,746.921,,14567.0,1830.75,11758.68,313.315072,213.222895,1767.626,1002.659,,,,,,,56.99,4900.79,1025.6563,1014.5089,,,,,,,,6322.24,85.1
2005-07-19,,111.75,,107.7885,6.955,420.1,,,89.85,112.74,,677.02,835.608,747.485,,14567.74,1843.07,11764.84,314.530708,213.614437,1768.6886,997.8269,,,,,,,57.36,5012.9,1023.3549,1012.494,,,,,,,,6319.33,85.22
2005-07-20,,111.890625,,106.9161,7.085,423.15,,,89.34,112.79,,682.122,842.641,753.546,,14602.7,1852.02,11789.35,315.689126,213.997323,1771.3451,1002.055,,,,,,,56.65,5022.5,998.4231,985.2926,,,,,,,,6274.1,85.38
2005-07-21,,111.09375,,106.7262,7.115,425.6,,,88.93,110.36,,679.019,843.987,756.981,,14620.14,1839.8,11786.73,317.426381,214.62229,1775.5955,1001.451,,,,,,,55.72,4980.29,1012.2315,992.3448,,,,,,,,6184.79,84.75
2005-07-22,,111.421875,,106.8897,7.085,425.0,,,89.64,111.31,,694.294,859.693,768.724,,14786.46,1849.81,11695.05,320.352587,216.242397,1787.8153,999.035,,,,,,,57.58,5160.22,991.5189,967.1584,,,,,,,,6297.54,85.15
2005-07-25,,111.28125,,107.6061,7.095,425.85,,,89.6,111.39,,692.388,856.86,764.647,,14794.03,1842.85,11762.65,321.42609,217.823362,1837.226,999.639,,,,,,,57.86,5164.15,988.8339,965.4793,,,,,,,,6309.0,85.0
2005-07-26,,111.3125,,107.999,6.995,423.5,,,90.0,112.46,,709.097,876.48,780.753,,14769.93,1846.04,11737.96,319.750802,219.381142,1846.7893,997.2229,,,,,,,58.03,5147.41,997.6559,972.5315,,,,,,,,6339.57,85.06
2005-07-27,,111.15625,,108.3232,7.045,425.5,,,89.73,112.4,,724.045,894.012,792.489,,14801.86,1854.72,11835.08,319.466043,221.13698,1835.1008,992.9949,,,,,,,58.01,5154.73,999.1902,977.0933,,,,,,,,6363.45,84.94
2005-07-28,,111.640625,,108.7116,7.18,428.0,,,89.34,112.16,,725.806,890.885,789.853,,14813.32,1865.64,11858.31,321.676505,221.44277,1866.9786,996.6189,,,,,,,58.76,5168.11,998.0395,975.1536,,,,,,,,6435.61,85.31
2005-07-29,,110.984375,,108.6809,7.205,429.8,,,89.35,112.71,,722.873,888.164,788.632,,14880.98,1851.37,11899.6,322.496242,221.413991,1867.5099,997.2229,,,,,,,59.37,5163.22,996.8888,972.4143,,,,,,,,6488.55,84.8
2005-08-01,,110.6875,,110.01,7.27,432.2,,,88.8,112.32,,729.902,891.607,789.996,,14978.88,1853.13,11946.92,323.826952,222.322463,1859.5404,995.4109,,,,,,,60.44,5223.86,981.9297,954.9238,,,,,,,,6598.76,84.36
2005-08-02,,110.59375,,109.6698,7.24,432.3,,,88.76,111.37,,744.005,903.598,797.348,,15137.08,1866.28,11940.2,326.99306,224.727,1874.2891,997.2227,,,,,,,60.62,5298.93,988.8148,972.2558,,,,,,,,6649.96,84.28
2005-08-03,,110.828125,,108.3635,7.275,436.8,,,87.99,111.11,,751.893,909.57,797.744,,15118.5,1868.06,11981.8,328.984067,225.71853,1870.2444,997.1018,,,,,,,59.65,5281.16,989.5098,972.5891,,,,,,,,6571.64,84.49
2005-08-04,,110.671875,,109.0209,7.2,437.6,,,87.8,111.2,,747.568,904.15,795.145,,15111.54,1854.3,11883.31,328.602189,225.840466,1859.6193,997.2233,,,,,,,60.12,5306.44,978.4637,958.2569,,,,,,,,6618.35,84.43
2005-08-05,,110.109375,,109.0993,7.125,437.3,,,88.06,111.8,,772.151,923.803,812.329,,15051.32,1840.19,11766.48,326.196088,224.663671,1850.3743,997.7062,,,,,,,61.07,5277.56,982.4203,959.9234,,,,,,,,6688.05,83.98
2005-08-08,,109.953125,,109.0542,7.005,435.0,,,87.92,112.14,,783.726,927.471,812.722,,15108.94,1835.37,11778.98,324.654611,220.102577,1820.7122,997.1026,,,,,,,62.7,5307.52,983.5825,957.257,,,,,,,,6802.1,83.76
2005-08-09,,110.1875,,108.4759,7.035,434.8,,,87.89,111.86,,799.411,933.089,814.611,,15047.84,1847.76,11900.32,324.875974,219.521145,1850.9136,998.3098,,,,,,,61.98,5272.14,976.6095,947.9244,,,,,,,,6733.16,84.0
2005-08-10,,110.1875,,108.2311,7.095,437.6,,,87.61,110.62,,809.459,940.37,822.164,,15346.41,1845.16,12098.08,326.675499,223.177012,1804.5329,995.2919,,,,,,,63.99,5389.43,965.3752,934.9254,,,,,,,,6909.94,83.96
2005-08-11,,110.625,,107.6363,7.165,445.9,,,87.1,109.69,,817.621,953.992,832.238,,15445.2,1858.43,12263.32,328.139442,225.360505,1841.206,999.5169,,,,,,,65.38,5425.89,971.9608,937.2586,,,,,,,,7018.27,84.32
2005-08-12,,111.171875,,107.8152,7.075,446.2,,,86.98,109.44,,803.443,938.316,822.329,,15450.95,1847.31,12261.68,328.618257,224.062343,1837.4309,1001.3276,,,,,,,66.45,5429.67,973.8978,936.2587,,,,,,,,7070.44,84.66
2005-08-15,,110.953125,,107.7815,6.975,442.4,,,87.32,109.28,,830.344,954.502,839.512,,15466.06,1852.78,12256.55,326.381693,224.139642,1873.5647,1007.3634,,,,,,,65.48,5373.96,956.4652,922.9264,,,,,,,,7022.47,84.55
2005-08-16,,111.328125,,107.7624,7.03,446.15,,,87.39,109.58,,833.485,945.058,828.229,,15443.62,1830.99,12315.67,324.968004,223.232686,1885.9688,1003.7419,,,,,,,65.08,5236.05,932.8345,909.5941,,,,,,,,7029.08,84.95
2005-08-17,,110.953125,,107.5663,6.985,440.1,,,88.0,109.76,,857.657,953.012,833.838,,15449.58,1832.82,12273.12,324.509598,226.258135,1888.6654,1003.7419,,,,,,,62.56,5093.87,930.5101,905.9277,,,,,,,,6804.2,84.62
2005-08-18,,111.578125,,107.6487,6.995,439.7,,,88.59,110.51,,826.424,920.671,814.291,,15148.09,1831.09,12307.37,319.816913,224.748014,1858.464,997.7062,,,,,,,62.4,5086.79,941.357,914.5937,,,,,,,,6749.1,85.07
2005-08-19,,111.578125,,107.4835,6.995,436.3,,,88.6,110.4,,827.464,923.038,817.685,,15038.61,1832.29,12291.73,317.791964,224.194324,1842.824,1000.7241,,,,,,,64.36,5195.84,937.4831,910.594,,,,,,,,6898.41,85.02
2005-08-22,,111.59375,,108.1282,7.055,438.2,,,88.14,109.71,,836.515,931.673,823.083,,15218.63,1835.32,12452.51,321.259773,222.674854,1866.0143,999.5169,,,,,,,64.5,5223.33,951.0418,928.2593,,,,,,,,6937.54,85.09
2005-08-23,,111.71875,,109.0311,6.965,439.2,,,88.08,109.91,,819.17,923.414,818.053,,14973.89,1829.11,12472.93,319.15657,218.767023,1896.755,1001.3276,,,,,,,64.65,5224.39,961.1139,930.5924,,,,,,,,6947.36,85.25
2005-08-24,,111.75,,108.7284,6.925,437.67,,,87.91,110.19,,830.999,930.651,825.453,,14873.85,1817.22,12502.26,315.487543,217.721177,1882.7329,1000.7241,,,,,,,66.01,5284.86,954.5283,925.2595,,,,,,,,7079.96,85.29
2005-08-25,,111.859375,,108.0337,6.835,438.7,,,87.64,110.03,,843.884,930.118,823.576,,14889.1,1821.46,12405.16,315.625093,219.743383,1876.2612,998.9133,,,,,,,66.27,5287.95,956.0778,927.5927,,,,,,,,7083.39,85.34
2005-08-26,,111.578125,,107.3824,6.735,437.7,,,87.86,110.19,,848.024,928.258,822.197,,14982.89,1810.52,12439.48,315.819543,220.540311,1876.2612,998.9133,,,,,,,64.87,5221.26,935.5462,909.2608,,,,,,,,6999.68,85.2
2005-08-29,,111.734375,,106.5485,6.745,436.9,,,88.18,110.67,,842.154,917.371,811.312,,14836.97,1821.56,12309.83,310.489103,217.852956,1899.4516,996.4991,,,,,,,64.87,5277.43,954.1409,928.2593,,,,,,,,7204.7,85.26
2005-08-30,,112.453125,,106.6189,6.755,431.6,,,88.35,111.23,,832.523,914.88,809.063,,14922.22,1815.97,12453.14,311.303996,220.356054,1892.4405,995.8955,,,,,,,67.57,5408.49,952.2039,926.5928,,,,,,,,7509.23,85.66
2005-08-31,,112.078125,,106.2431,6.83,435.2,,,87.53,110.6,,850.734,927.916,816.755,,14903.55,1834.48,12413.6,311.84723,221.701184,1899.9909,995.8955,,,,,,,67.02,5568.61,965.7626,941.5916,,,,,,,,7471.14,86.22
2005-09-01,,112.28125,,106.0719,6.98,443.25,,,86.55,109.83,,870.712,944.559,827.9,,15143.75,1836.37,12506.97,316.380026,224.510966,1885.9688,995.8955,,,,,,,67.72,5728.91,954.5283,932.9256,,,,,,,,7634.13,86.03
2005-09-02,,112.203125,,105.8411,7.015,444.4,,,86.3,109.59,,880.862,947.871,829.463,,15221.89,1831.06,12600.0,319.124364,225.310809,1896.7725,996.619,,,,,,,66.06,5587.61,970.4113,946.2579,,,,,,,,7423.79,86.05
2005-09-05,,112.203125,,105.9251,7.055,445.35,,,86.25,109.14,,891.156,952.717,829.341,,15227.83,1831.06,12634.88,319.257323,225.871992,1915.3916,995.7757,,,,,,,64.85,5587.61,966.9248,942.5915,,,,,,,,7423.79,86.05
2005-09-06,,111.859375,,106.2619,7.035,444.0,,,86.65,109.6,,864.926,936.61,815.753,,15160.78,1854.23,12599.43,319.745214,226.174696,1909.3317,995.7757,,,,,,,64.67,5637.9,977.3843,943.2581,,,,,,,,7305.83,85.78
2005-09-07,,111.515625,,106.2699,7.04,444.7,,,86.97,110.03,,893.582,952.758,825.118,,15224.57,1859.0,12607.59,321.416355,226.200495,1892.8872,997.7025,,,,,,,62.89,5674.96,973.5104,940.5916,,,,,,,,7134.12,85.5
2005-09-08,,111.515625,,107.6789,6.98,447.4,,,87.04,110.49,,897.373,955.282,827.116,,15166.17,1852.0,12533.89,321.866314,229.565162,1904.8917,997.7025,,,,,,,63.08,5692.44,970.4103,942.9248,,,,,,,,7130.85,85.5
2005-09-09,,111.578125,,107.0635,7.015,449.2,,,86.89,109.68,,887.997,949.065,823.639,,15165.77,1866.74,12692.04,322.446846,229.486617,1885.248,995.8973,,,,,,,62.84,5842.22,966.9201,939.925,,,,,,,,7083.43,85.57
2005-09-12,,111.21875,,107.6402,7.025,449.75,,,87.68,110.32,,894.159,949.506,821.978,,15199.79,1865.45,12896.43,324.657079,232.048632,1890.7045,995.2955,,,,,,,61.8,5751.48,947.5979,918.2601,,,,,,,,6958.55,85.3
2005-09-13,,111.515625,,107.9435,6.955,446.5,,,87.75,110.63,,915.497,963.774,829.92,,15070.56,1851.87,12901.95,324.112132,233.344355,1905.983,995.2955,,,,,,,62.21,5728.97,946.976,918.9267,,,,,,,,6940.67,85.56
2005-09-14,,111.28125,,107.9881,6.995,450.3,,,87.67,110.32,,927.815,970.193,834.013,,15086.62,1845.84,12834.25,324.663744,233.272495,1896.7068,995.2955,,,,,,,64.13,5778.65,946.5872,916.5936,,,,,,,,7112.19,85.38
2005-09-15,,110.953125,,107.9269,7.065,455.75,,,88.13,110.65,,929.952,969.598,833.509,,15041.02,1846.76,12986.78,323.857223,236.005304,1889.0676,994.092,,,,,,,63.66,5780.39,939.2011,911.594,,,,,,,,7081.34,85.12
2005-09-16,,110.609375,,108.7646,7.235,459.75,,,88.05,111.34,,930.411,967.495,830.621,,14983.2,1862.11,12958.68,322.440362,238.189595,1871.0609,991.0833,,,,,,,61.81,5809.62,939.5899,913.2605,,,,,,,,6918.35,84.79
2005-09-19,,110.765625,,108.6988,7.305,464.75,,,88.49,111.47,,947.902,971.136,831.569,,14983.2,1851.74,12958.68,322.500304,239.558084,1866.6956,990.4815,,,,,,,65.61,6056.78,945.8098,916.9269,,,,,,,,7387.94,84.96
2005-09-20,,110.71875,,107.4055,7.285,463.85,,,88.6,111.96,,947.284,961.919,827.266,,15241.86,1837.2,13148.57,326.199069,241.439628,1905.4373,991.685,,,,,,,64.2,6005.65,943.866,914.927,,,,,,,,7270.14,84.89
2005-09-21,,111.109375,,107.4374,7.425,472.35,,,88.07,111.25,,933.812,944.408,811.135,,15223.62,1820.49,13196.57,325.733158,239.810569,1909.8026,992.2868,,,,,,,64.73,6120.04,948.1422,917.9268,,,,,,,,7336.37,85.28
2005-09-22,,111.234375,,108.6652,7.355,466.05,,,88.56,111.64,,892.077,923.274,796.939,,15179.95,1827.54,13159.36,323.172222,231.890306,1960.5488,992.2868,,,,,,,64.6,6079.62,946.1985,915.5936,,,,,,,,7367.45,85.34
2005-09-23,,110.671875,,108.3914,7.285,463.25,,,89.29,112.4,,874.667,916.154,793.163,,15143.97,1828.54,13159.36,319.931522,232.018175,1964.3684,991.685,,,,,,,62.44,5964.8,943.4773,914.5937,,,,,,,,7166.68,84.87
2005-09-26,,110.359375,,108.0099,7.335,466.65,,,89.11,112.16,,884.285,918.485,793.73,,15274.31,1829.05,13392.63,323.048957,238.625,1956.1835,995.8973,,,,,,,63.93,6104.4,939.9786,911.2607,,,,,,,,7351.03,84.65
2005-09-27,,110.265625,,107.6843,7.28,462.5,,,89.6,113.21,,859.634,904.214,782.235,,15189.88,1929.13,13310.04,322.824082,240.04602,1971.6286,997.7025,,,,,,,62.97,6102.54,934.925,907.5943,,,,,,,,7327.23,84.7
2005-09-28,,110.4375,,109.0483,7.345,469.0,,,89.41,112.99,,857.46,903.719,782.998,,15221.46,1831.32,13435.91,324.088326,242.140289,1970.0967,997.1008,,,,,,,63.93,6215.25,938.0349,909.5941,,,,,,,,7529.43,84.87
2005-09-29,,110.25,,109.1765,7.475,472.15,,,89.4,113.12,,876.566,915.975,792.251,,15431.25,1847.62,13617.24,327.011563,243.619514,1972.4171,997.7025,,,,,,,63.84,6294.46,938.8124,910.9273,,,,,,,,7536.69,84.68
2005-09-30,,109.921875,,109.1248,7.455,469.3,,,89.44,113.5,,870.957,917.392,793.652,,15428.52,1849.33,13574.3,328.008379,242.950858,1974.4115,997.1008,,,,,,,63.48,6219.96,929.8713,905.5944,,,,,,,,7472.48,84.44
2005-10-10,,109.734375,,109.4876,7.795,475.24,,,89.41,114.12,,859.077,907.321,787.748,,14898.77,1787.8,13227.74,324.454478,236.046809,2050.4358,1006.127,,,,,,,59.43,5593.05,932.9813,906.5944,,,,,,,,7042.55,84.1
2005-10-11,,109.734375,,110.1987,7.805,475.5,,,89.9,114.49,,879.88,919.72,796.071,,14898.77,1784.22,13556.71,325.006233,237.429895,2042.6669,1015.8742,,,,,,,60.69,5749.93,934.5362,913.2605,,,,,,,,7198.09,83.94
2005-10-12,,109.234375,,110.5627,7.735,470.9,,,89.68,114.31,,889.599,923.485,795.324,,14575.02,1773.6,13463.74,319.536615,237.72161,2069.858,1027.6644,,,,,,,61.05,5606.59,936.0912,912.9272,,,,,,,,7228.97,83.62
2005-10-13,,109.0,,111.0541,7.705,471.6,,,89.81,114.44,,886.077,916.499,788.361,,14621.83,1772.36,13449.24,316.001966,232.401009,2054.3202,1029.8296,,,,,,,60.33,5425.51,951.6409,932.259,,,,,,,,7119.61,83.49
2005-10-14,,108.921875,,111.956,7.795,469.7,,,89.47,113.99,,876.262,904.828,777.492,,14485.88,1787.01,13420.54,314.384315,228.616987,2036.5627,1027.6651,,,,,,,59.48,5577.49,950.4747,931.2591,,,,,,,,7049.58,83.49
2005-10-17,,108.890625,,111.4674,7.795,474.0,,,89.8,114.91,,879.27,897.623,769.321,,14541.35,1792.33,13400.29,311.893643,228.223439,2063.199,1039.6916,,,,,,,60.57,5689.85,947.7535,931.2591,,,,,,,,7212.7,83.39
2005-10-18,,108.984375,,111.0306,7.775,472.2,,,90.29,115.65,,897.454,902.366,771.448,,14597.4,1774.32,13352.24,312.098956,224.577771,2098.714,1044.5022,,,,,,,59.28,5429.74,939.9786,926.5928,,,,,,,,7063.86,83.51
2005-10-19,,109.109375,,111.3882,7.605,464.55,,,89.93,115.34,,891.35,898.744,769.682,,14372.76,1801.01,13129.49,304.754015,220.51468,2083.1762,1035.4823,,,,,,,58.6,5516.15,934.5362,925.9262,,,,,,,,6997.76,83.61
2005-10-20,,109.125,,111.5486,7.615,461.2,,,89.77,115.31,,891.058,899.915,773.676,,14408.94,1774.02,13190.46,306.007111,219.280003,2094.8295,1036.685,,,,,,,57.91,5223.14,929.0938,921.5932,,,,,,,,6846.48,83.66
2005-10-21,,109.5625,,111.1368,7.655,466.89,,,90.26,115.9,,897.639,904.414,774.058,,14487.85,1776.73,13199.95,307.622942,223.533787,2051.5456,1028.8772,,,,,,,58.48,5267.76,903.8256,905.5944,,,,,,,,6864.1,84.03
2005-10-24,,109.171875,,111.121,7.665,465.25,,,90.02,115.36,,897.355,906.652,771.154,,14402.35,1806.59,13106.18,305.781039,219.478081,2082.0663,1032.2406,,,,,,,58.24,5466.24,904.6031,900.2615,,,,,,,,6819.95,83.67
2005-10-25,,108.734375,,111.3342,7.795,472.6,,,89.24,114.99,,876.636,894.272,765.029,,14424.88,1802.3,13280.62,306.211724,221.414566,2055.985,1028.5183,,,,,,,60.24,5616.65,899.1607,896.2619,,,,,,,,7095.73,83.28
2005-10-26,,108.234375,,111.5029,7.785,470.95,,,89.49,115.88,,853.183,875.82,749.125,,14458.14,1794.56,13395.02,306.95927,220.581098,2076.5171,1029.7191,,,,,,,58.87,5569.64,903.4369,895.9285,,,,,,,,6949.01,82.96
2005-10-27,,108.46875,,111.0381,7.805,473.65,,,89.13,115.4,,837.336,875.849,751.261,,14381.06,1776.01,13417.08,304.65706,215.86419,2063.199,1023.1145,,,,,,,59.14,5380.52,905.5938,895.1233,,,,,,,,6930.35,83.15
2005-10-28,,108.421875,,110.2558,7.785,473.49,,,89.59,115.66,,806.557,867.729,749.964,,14215.83,1805.56,13346.54,301.26102,212.563969,2056.8529,1029.1187,,,,,,,59.42,5543.94,904.5315,893.8015,,,,,,,,6890.4,83.06
2005-10-31,,108.453125,,109.8119,7.575,465.18,,,90.09,116.39,,812.452,876.282,759.239,,14386.37,1818.5,13606.5,306.277735,218.032412,2038.023,1023.1145,,,,,,,58.1,5608.25,904.9251,892.1569,,,,,,,,6700.94,83.12
2005-11-01,,108.359375,,110.3095,7.445,459.15,,,90.01,116.72,,804.35,872.865,757.053,,14572.26,1812.11,13867.86,310.6957,219.821718,2052.1974,1026.1166,,,,,,,58.37,5643.41,918.3391,903.5362,,,,,,,,6672.66,82.78
2005-11-02,,108.125,,110.4177,7.525,463.2,,,89.72,116.88,,826.51,882.478,762.938,,14597.48,1830.43,13894.78,314.465883,222.462621,2061.615,1029.1187,,,,,,,58.38,5716.57,903.5333,897.0242,,,,,,,,6632.28,82.61
2005-11-03,,107.75,,110.3315,7.575,461.1,,,90.43,117.16,,818.951,874.575,755.777,,14601.59,1838.86,13894.78,315.152091,222.192314,2058.2463,1029.1187,,,,,,,60.52,5812.81,908.0889,901.9082,,,,,,,,6781.96,82.32
2005-11-04,,107.703125,,109.8245,7.555,456.9,,,91.25,118.19,,826.766,878.361,758.924,,14585.79,1839.16,14075.96,315.508618,221.06902,2054.8777,1033.3217,,,,,,,59.25,5611.94,908.8482,907.1177,,,,,,,,6687.33,82.28
2005-11-07,,107.84375,,110.1169,7.585,459.6,,,91.31,117.67,,837.67,877.278,754.201,,14365.79,1843.27,14061.6,313.201458,223.102394,2054.8777,1033.9221,,,,,,,58.04,5489.16,890.246,892.4658,,,,,,,,6644.72,82.43
2005-11-08,,108.3125,,109.8052,7.615,460.8,,,91.39,117.26,,846.564,881.524,758.322,,14403.2,1837.8,14036.73,313.784094,226.34176,2061.0535,1032.1208,,,,,,,57.81,5547.01,894.0424,894.0938,,,,,,,,6647.89,82.84
2005-11-09,,107.890625,,109.3914,7.68,467.1,,,91.59,117.5,,842.774,879.252,756.171,,14597.55,1841.0,14072.2,316.671016,225.956054,2058.8077,1033.9221,,,,,,,57.66,5501.42,880.3755,885.6282,,,,,,,,6602.09,82.4
2005-11-10,,108.34375,,109.1492,7.68,466.85,,,92.08,118.21,,816.009,862.968,746.352,,14633.33,1856.9,14080.88,317.537996,226.845125,2053.7548,1033.9221,,,,,,,56.43,5288.1,888.3478,891.8146,,,,,,,,6487.7,82.87
2005-11-11,,108.34375,,108.2161,7.74,468.7,,,91.91,117.96,,822.673,864.79,746.45,,14740.6,1862.56,14155.06,321.927305,231.748024,2082.3883,1034.5225,,,,,,,55.98,5368.91,891.0053,891.489,,,,,,,,6498.78,82.97
2005-11-14,,107.8125,,108.6042,7.72,467.5,,,92.12,118.81,,827.478,862.149,743.345,,14629.49,1861.25,14116.04,321.529925,231.342444,2098.1087,1035.1229,,,,,,,55.9,5386.16,889.4867,892.4658,,,,,,,,6509.44,82.6
2005-11-15,,108.34375,,108.1005,7.7575,468.52,,,92.01,118.9,,821.064,856.635,739.234,,14627.41,1854.28,14091.77,320.452174,232.077427,2101.4773,1033.9221,,,,,,,55.18,5408.63,889.8664,890.1866,,,,,,,,6440.77,82.88
2005-11-16,,108.828125,,107.6383,8.03,479.3,,,92.43,119.18,,827.588,863.119,744.138,,14650.54,1857.97,14170.87,321.348847,234.431168,2101.4773,1030.92,,,,,,,56.0,5571.1,889.1071,890.5122,,,,,,,,6554.79,83.3
2005-11-17,,109.03125,,107.7335,8.07,486.0,,,91.87,118.62,,828.645,862.658,743.799,,14787.98,1875.49,14411.79,322.166888,235.963991,2085.1955,1032.1208,,,,,,,54.85,5558.16,879.2366,881.0698,,,,,,,,6454.03,83.46
